BookAuthor,BookTitle,ISBN,Price,Publisher,YearOfPublication
Michael Kasner,"Armageddon Now (Black Ops 2) (Black Ops, No 2)",0373638116,9,Gold Eagle,1996
Michael Kaufman,"Beyond Patriarchy: Essays by Men on Pleasure, Power and Change",019540534X,11,Oxford Univ Pr,1987
Michael Kenyon,A French Affair (Curley Large Print Books),0792717937,11,Chivers North Amer,1993
Michael Kilgarriff,"1,000 More Jokes for Kids",0345340345,13,Ballantine Books,1991
Michael Kilgarriff,1000 Jokes for Kids of All Ages,0345334809,10,Ballantine Books,1991
Michael Kilgarriff,1000 Knock Knock Jokes for Kids,0345334817,9,Ballantine Books,1990
Michael Kilian,A Killing at Ball's Bluff: A Harrison Raines Civil War Mystery,0425183149,10,Berkley Publishing Group,2002
Michael Kilian,A Killing at Balls Bluff: A Harrison Raines Civil War Mystery (Harrison Raines Civil War Mysteries (Hardcover)),0425178048,12,Prime Crime,2001
Michael Kilian,A Sinful Safari,0425191087,13,Berkley Publishing Group,2003
Michael Kilian,Blood of Czar Mmp-1,0312900791,10,St. Martin's Press,1985
Michael Kilian,Blood of the Czars,0312084501,11,St Martins Pr,1984
Michael Kluckner,"Acres, Wise",1551923041,10,Laurel Glen,2001
Michael Knight,America's Army Box Set : Prima's Official Strategy Guide (Prima's Official Strategy Guides),0761541691,9,Prima Games,2002
Michael Korda,Another Life: A Memoir of Other People,0385335075,10,Delta,2000
Michael Kosser,"Autumn Thunder (Last Warriors, Bk 1)",0312965605,12,St. Martin's Press,1997
Michael Krieger,All the Men in the Sea : The Untold Story of One of the Greatest Rescues in History,0743470915,9,Pocket Star,2003
Michael Krondl,Around the American Table: Treasured Recipes and Food Traditions from the American Cookery Collections of the New York Public Library,1558505407,8,Adams Media Corp,1995
Michael Kryzanek,"Angry, Bored, Confused: A Citizen Handbook of American Politics",0813368855,12,Westview Press,1999
Michael Kusugak,Baseball Bats for Christmas,1550371444,11,Annick Press,1993
Michael L. Miller,10 Minute Guide to Norton Desktop for Windows,1567610250,10,Alpha Books,1992
Michael Laimo,Atmosphere,0843950412,9,Leisure Books,2002
Michael Ledwidge,Before the Devil Knows You're Dead,0743442857,12,Atria Books,2002
Michael Lee West,American Pie,0060183578,10,Harpercollins,1996
Michael Lee West,American Pie : A Novel,0060984333,12,Perennial,1997
Michael Legat,An Author's Gd to Publishing,0709062273,11,Robert Hale  Company,1999
Michael Leunig,Bedtime Leunig,0207145059,13,Harpercollins,1991
Michael Loes,Arthritis: The Doctor's Cure,0879839295,10,McGraw-Hill/Contemporary Books,1999
Michael Lowenthal,Avoidance: A Novel,1555973671,11,Graywolf Press,2002
Michael M. Geary,A Quick History of Grand Lake,1890437379,10,Western Reflections Publishing Company,1999
Michael M. Thomas,Black Money,0312956800,10,St Martins Pr (Mm),1995
Michael MacCaskey,All about lawns,0897210638,10,Ortho Books,1985
Michael Martin,A Year Near Proxima Centauri,0552995274,9,Transworld Publishers Ltd,1992
Michael McCollum,Antares Dawn,0345323130,13,Del Rey Books,1990
Michael McCollum,Antares Dawn,1929381069,12,Sci-Fi Arizona,1996
Michael McCollum,Antares Passage,0345323149,11,Del Rey Books,1987
Michael McCollum,Antares Passage,1929381085,9,Sci-Fi Arizona,1996
Michael McCullers,Austin Powers : How to be an International Man of Mystery,0425171523,11,Berkley Publishing Group,1999
Michael McCullers,Austin Powers: How to Be an International Man of Mystery,157297317X,12,Berkley Publishing Group,1997
Michael McGann,"Blood Kin (The Marauders, No 2)",0515102083,11,Jove Books,1989
Michael McLaughlin,BACK OF THE BOX GOURMENT,0671723561,8,Simon  Schuster,1991
Michael Meyer,Alexander Complex: The Dreams That Drive the Great Businessmen,081291662X,8,Random House Inc,1989
Michael Meyer,"Bedford Introduction to Literature: Reading, Thinking, Writing",0312259182,12,Bedford Books,2001
Michael Meyers,A+ All-In-One Certification Exam Guide,0072122668,10,McGraw-Hill Osborne Media,1999
Michael Meyers,A+ Certification All-in-One Exam Guide,0072229918,11,McGraw-Hill Osborne Media,2003
Michael Miller,Alpha Teach Yourself Business Plans in 24 Hours,0028642163,8,Penguin Putnam,2001
Michael Moorcock,"A Messiah at the End of Time or the Transformation of Miss Mavis Ming (The Dancers at the End of Time, Book V)",0441136648,11,Ace Books,1988
Michael Moorcock,A Nomad of the Time Streams: A Scientific Romance (Eternal Champion (Paperback)),1565041941,10,White Wolf Games Studio,1997
Michael Moorcock,Bane of Black Sword,042509281X,9,Berkley Publishing Group,1986
Michael Moorcock,Behold the Man: 30th Anniversary Edition,1885418051,9,Mojo Press,1996
Michael Moore,Adventures in a TV Nation,0060988096,10,Perennial,1998
Michael Morpurgo,"Arthur, High King of Britain",0152000801,11,Harcourt Children's Books,1995
Michael Morpurgo,Arthur: High King of Britain,0749718749,11,Egmont Childrens Books,1997
Michael Morris,A Place Called Wiregrass,0060727101,9,HarperSanFrancisco,2004
Michael Morris,A Place Called Wiregrass,1589199669,10,RiverOak Publishing,2002
Michael Mueller,Belfast Blues.,349922934X,11,Rowohlt Tb.,2000
Michael Newton,Armed and Dangerous: A Writer's Guide to Weapons (Howdunit Series),089879370X,9,Writer's Digest Books,1990
Michael Newton,Bad Girls Do It! an Encyclopedia of Female Murderers,1559501049,10,Loompanics Unlimited,1993
Michael Newton,"Black Lace (Vicap, No 6)",0440208793,11,Dell Publishing Company,1991
Michael Newton,Blood Sport,0440207355,11,Dell Publishing Company,1990
Michael Nyman,Abba Gold: Greatest Hits,0711932786,9,Warner Brothers Publications,2000
Michael O'Brian,A Garden of Your Own,0425136280,13,Berkley Publishing Group,1993
Michael O'Brien,A Landscape With Dragons: Christian and Pagan Imagination in Children's Literature,0969805802,12,Ignatius Press,1994
Michael O'Brien,A Landscape With Dragons: The Battle for Your Child's Mind,0898706785,12,Ignatius Press,1998
Michael O'Higgins,"Beating the Dow With Bonds : A High-Return, Low-Risk Strategy for Outperforming The Pros Even When Stocks Go South",088730947X,10,Harpercollins,1999
Michael O'Higgins,"Beating the Dow, 1992: A High-Return, Low-Risk Method for Investing in the Dow Jones Industrial Stocks With As Little As $5,000",006098404X,12,Perennial,1992
MICHAEL ONDAATJE,Anils Geist. Sonderausgabe.,3446199179,10,Carl Hanser,2000
MICHAEL ONDAATJE,Anil's Ghost,0375410538,9,Knopf,2000
MICHAEL ONDAATJE,Anil's Ghost,0375415661,12,Random House Audio,2000
MICHAEL ONDAATJE,Anil's Ghost,037541567X,9,Random House Audio,2000
MICHAEL ONDAATJE,Anil's Ghost (Vintage International),0375724370,12,Vintage Books USA,2001
Michael Oppenheim,A Doctor's Guide to the Best Medical Care: A Practical No-Nonsense Evaluation of Your Treatment Options for over 100 Conditions and Diseases,0878579826,9,St Martins Pr,1991
Michael O'Pray,Andy Warhol: Film Factory,0851702430,11,Univ of California Pr,1990
Michael P. Kube-Mcdowell,Alternities,0441017746,13,Ace Books,1988
Michael P. Kube-Mcdowell,"Before the Storm (Star Wars: The Black Fleet Crisis, Book 1)",0553572733,11,Bantam,1998
Michael Palin,Around the World in 80 Days,0563208260,10,BBC Books,1990
Michael Palin,Around the World in 80 Days,0563362138,12,Parkwest Publications,1991
Michael Palin,Around the World in Eighty Days,0563367121,10,BBC Books,1993
Michael Palmer,At Passages,0811212947,11,New Directions Publishing Corporation,1995
Michael Patrick MacDonald,All Souls: A Family Story from Southie,0807072125,8,Beacon Press,1999
Michael Patrick MacDonald,All Souls: A Family Story from Southie (Ballantine Reader's Circle),034544177X,12,Ballantine Books,2000
Michael Pearce,A Cold Touch Of Ice: A Mamur Zapt Mystery (Mamur Zapt Mysteries),1590580656,11,Poisoned Pen Press,2004
Michael Pellowski,102 School Jokes,0816725799,10,Troll Communications Llc,1992
Michael Pellowski,102 Wacky Monster Jokes,0816727465,11,Troll Communications Llc,1992
Michael Pellowski,102 Wild and Wacky Jokes,0816726124,13,Troll Communications Llc,1992
Michael Pellowski,"Bad News Boyfriend (Riverdale High, No 2)",1562821083,12,Warner Books (Mm),1991
Michael Pellowski,Benny's Bad Day (Happy Time Adventures),0816706212,9,Troll Communications,1986
Michael Peterson,A Bitter Peace,0671726951,8,Pocket Books,1996
Michael Peterson,A Bitter Peace,067172696X,9,Pocket,1997
Michael Peterson,A TIME OF WAR : A TIME OF WAR,067156787X,10,Pocket,1996
Michael Phillips,"A Dangerous Love (Mercy & Eagleflight Series , No 2)",0842339213,11,Tyndale House Pub,1997
Michael Phillips,"A Day to Pick Your Own Cotton (Shenandoah Sisters, 2)",0764227017,10,Bethany House Publishers,2003
Michael Phillips,"A Home for the Heart (The Journals of Corrie Bellehollister, Vol 8)",1556614403,10,Bethany House Publishers,1994
Michael Phillips,"A New Dawn over Devon (The Secrets of Heathersleigh Hall, 4)",0764224409,10,Bethany House Publishers,2001
Michael Phillips,"A Place in the Sun (The Journals of Corrie Belle Hollister, No 4)",1556612222,9,Bethany House Publishers,1991
Michael Phillips,A Rift in Time (Rift in Time 1),0842355251,11,Tyndale House Publishers,1997
Michael Phillips,A Rose Remembered (LBk),0842342915,8,Living Books,2001
Michael Phillips,A Rose Remembered (Secret of the Rose 2),084235929X,11,Tyndale House Publishers,1994
Michael Phillips,alternative man,0963682954,8,Mother Road Pubns,1997
Michael Phillips,"An Ancient Strife (Caledonia, 2)",076422218X,8,Bethany House Publishers,2000
Michael Phillips,"Angels Watching over Me (Shenandoah Sisters, 1)",0764227009,9,Bethany House Publishers,2002
MICHAEL POLLAN,A Place of My Own : The Education of an Amateur Builder,0385319908,13,Delta,1998
MICHAEL POLLAN,A Place of My Own: The Education of an Amateur Builder,0679415327,8,Random House Inc,1997
Michael R. Phillips,A Daughter's Devotion (George Macdonald Classic Series),087123906X,9,Baker Pub Group,1988
Michael R. Phillips,"A House Divided (Russians, 2)",1556611730,12,Bethany House Publishers,1992
Michael Raeburn,Black fire!: Accounts of the guerrilla war in Zimbabwe,0949225053,10,Zimbabwe Pub. House,1986
Michael Ratner,Against War with Iraq: An Anti-War Primer,1583225919,9,Seven Stories Press,2003
Michael Redfinn,Being,0843926430,12,Leisure Books,1988
Michael Reed Gach,Acupressure's Potent Points: A Guide to Self-Care for Common Ailments,0553349708,12,Bantam,1990
Michael Reed Gach,Acu-Yoga: Self-Help Techniques to Relieve Tension,087040489X,13,Japan Publications (USA),1981
Michael Romkey,American Gothic,0345452100,9,Del Rey,2004
Michael Rothschild,Bionomics: Economy As Ecosystem,0805019790,13,Henry Holt  Company,1995
Michael Ryan,Baby B,1555973981,13,Graywolf Press,2004
Michael Sadler,An Englishman in Paris : L'education Continentale (Vampire),0684020955,10,Simon  Schuster UK,2004
Michael Sadler,An Englishman in Paris: L'education Continentale,0743440463,10,Simon  Schuster (Trade Division),2003
Michael Schiavello,BOUNCER! Real Life Stories,0958633509,9,Blitz Publications Pty Ltd,1998
Michael Schiefelbein,Blood Brothers,1555837298,9,Alyson Publications,2002
Michael Schudson,"Advertising, the Uneasy Persuasion: Its Dubious Impact on American Society",0465000800,9,Basic Books,1986
Michael Scott Rohan,A spell of empire: The horns of Tartarus,0708883605,11,Orbit Books,1992
Michael Shurtleff,Audition : Everything an Actor Needs to Know to Get the Part,0802772404,10,Walker  Co,1984
Michael Shurtleff,Audition: Everything an Actor Needs to Know to Get the Part,0553272950,12,Bantam Books,1980
Michael Slade,Bed of Nails,0143013831,10,Penguin Books,2003
Michael Slade,Bed of Nails,0451411153,11,Onyx Books,2003
Michael Slosberg,August Strangers,0425040585,13,Berkley Pub Group (Mm),1980
Michael Sollorz,Benjamins Tagebuch,3928983865,8,MÃ¤nnerschwarmSkript,2000
Michael Southern,Australia in the Seventies,0140036903,11,Penguin Books Ltd,1973
Michael Spooner,A Moon in Your Lunch Box: Poems (A Redfeather Book),0805022090,12,Henry Holt  Co,1993
Michael Stearns,A Nightmare's Dozen : Stories from the Dark (Laurel-Leaf Books),0440227461,9,Laurel Leaf,1999
Michael Stearns,A Starfarer's Dozen: Stories of Things to Come,0152998713,9,Harcourt,1995
Michael Stearns,A Wizard's Dozen: Stories of the Fantastic,0152009655,13,Jane Yolen Books,1993
Michael Stearns,A Wizard's Dozen: Stories of the Fantastic,0590865420,9,Scholastic,1996
Michael Stewart,Belladonna,0061090654,13,Harper Mass Market Paperbacks (Mm),1993
Michael Stewart,Belladonna: A Novel,0060179821,11,Harpercollins,1992
Michael Stewart,Birthright,0061001023,10,Harper Mass Market Paperbacks,1990
Michael Stewart,Blindsight,0312922647,9,St Martins Pr (Mm),1990
Michael Sullivan,Adopt the Baby You Want,0671657615,8,Simon  Schuster,1990
Michael Sullivan,Blood Trail,0915463849,11,Jameson Books,1998
Michael Swanwick,Bones of the Earth,0380812894,12,HarperTorch,2003
Michael Swanwick,Bones of the Earth,0380978369,11,Eos (HarperCollins),2002
Michael Talbot,Beyond the Quantum,0553344803,8,Bantam Books,1988
Michael Teitelbaum,Abu and the Evil Genie,1563262533,11,Mega-books,1993
Michael Teitelbaum,Alvin's daydreams (Alvin and the chipmunks),0307000982,12,Western Pub. Co,1990
Michael Teitelbaum,"Arrival (Smallville Series for Young Adults, No. 1)",0316173592,8,"Little, Brown",2002
Michael Teitelbaum,Beauty and the Beast (Golden Look-Look Books (Hardcover)),0307626458,10,Golden Books,1991
Michael Thomas Ford,Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life,1555834310,11,Alyson Publications,1998
Michael Thomasson,ASP 3 Fast & Easy Web Development W/CD,0761528547,8,Muska  Lipman/Premier-Trade,2000
Michael Thompson,"Best Friends, Worst Enemies : Understanding the Social Lives of Children",034544289X,11,Ballantine Books,2002
Michael Tolkin,Among the Dead,0380722992,12,Harpercollins,1994
Michael Tolkin,Among the Dead,0688120830,12,Harpercollins,1993
Michael Trombetta,BASIC for students using the IBM PC,0201079658,10,Addison-Wesley,1986
Michael Turner,American Whiskey Bar,1551521598,9,Consortium,2004
Michael Underwood,A Party to Murder,0312597681,13,St Martins Pr,1984
Michael V. Uschan,America's Founders (History Makers),1560065710,10,Lucent Books,1999
Michael Valdes,Babalu : Favorite Recipes from the World's Top Latin Chefs and Celebrities,1575440318,12,General Publishing Group,1998
MICHAEL W. CUNEO,American Exorcism: Expelling Demons in the Land of Plenty,0385501765,9,Doubleday,2001
Michael W. Dean,$30 Film School,1592000673,11,Muska  Lipman Publishing,2003
Michael W. Gos,Brackish Aquariums,0876665199,11,TFH Publications,1979
Michael W. Lucas,Absolute OpenBSD: UNIX for the Practical Paranoid,1886411999,10,No Starch Press,2003
Michael W. Metzler,Badminton: Mastering the Basics with the Personalized Sports Instruction System (A Workbook Approach),0205323693,11,Benjamin/Cummings,2000
Michael W. Sherer,A Forever Death: An Emerson Ward Mystery,0373264631,8,Worldwide Library,2003
Michael Walsh,And All the Saints,0446518158,10,Warner Books,2003
Michael Walsh,And All the Saints : A Novel,044661369X,10,Warner Books,2004
Michael Walsh,As Time Goes By,0446607452,11,Warner Books,1999
Michael Walsh,As Time Goes By,1570426287,13,Time Warner Audio Major,1998
Michael Walsh,As Time Goes by: A Novel of Casablanca,0446519006,9,Replica Books,1998
Michael Walsh,Barron's Regents Exams and Answers: Chemistry,0812031636,12,Barron's Educational Series,1982
Michael Whitney Straight,A very small remnant (A Zia book),0826304338,9,University of New Mexico Press,1976
Michael Williams,A Sorcerer's Apprentice,0445210540,9,Warner Books,1990
Michael Williams,Arcady,0451455002,10,Roc,1996
Michael Williams,Arcady,0451455983,12,Roc,1997
Michael Williams,"Before the Mask (Dragonlance Saga, Villains Series, Volume 1)",1560765836,8,Wizards of the Coast,1993
Michael Wolff,"Autumn of the Moguls : My Misadventures With the Titans, Poseurs, and Money Guys Who Mastered and Messed Up Big Media",0066621135,9,HarperBusiness,2003
Michael Wright,An Introduction to Pastels (Dk Art School),1564583740,11,Dorling Kindersley Publishing,1993
Michael Wright,Book of the Cat,0671416243,8,Summit Books,1981
Michael Youssef,"America, Oil, & the Islamic Mind: The Real Crisis Is the Gulf Between Our Ways of Thinking",0310755212,13,Zondervan,1991
Michael Z. Lewin,Ask the Right Question,0446400211,9,Warner Books (Mm),1991
Michael Zambotti,Born Gay: Mom Should Have Known When...,1886360065,10,Alamo Square Distributors,1998
Michael Zeilik,"Astronomy, the evolving universe",0060473746,11,Harper  Row,1985
"Michael, Dr Mamas","Angels, Einstein and You : A Healer's Journey",1581510357,13,Bookpartners,1999
Michaela Muntean,A Garden for Miss Mouse,0819310832,10,Parents Magazine Press,1982
Michaela Muntean,A Grouch's Christmas (Sesame Street),0307477061,11,Golden Books,1999
Michaela Muntean,"A, my name is Annabel: A Sesame Street alphabet book",0307213560,9,Western Pub. Co. in conjunction with Children's Television Workshop,1992
Michaela Muntean,All About Me,0819311235,11,Penguin USA,1984
Michaela Muntean,Bert And The Magic Lamp (Sesame Street Good-Night Stories),0307295052,11,Golden Book,1997
Michaela Muntean,Bicycle Bear (A Parents magazine read aloud and easy reading program original),0819311030,8,Parents Magazine Press,1983
Michaela Muntean,Bicycle Bear Rides Again (Parents Magazine Read Aloud Original),0819311936,10,Parents Magazine Pr,1989
Michaela Muntean,Big and little stories: Featuring Jim Henson's Sesame Street Muppets (A Golden storytime book),0307119637,12,Western Pub. Co. in conjunction with Children's Television Workshop,1982
